year,locality_id,id,ALAN_median,ALAN_sd
2016,L4948459,26446,0.136648144,0.0130313
2016,L5002341,26460,0.164173927,0.011295633
2016,L3159622,26461,0.111652648,0.002397261
2016,L2793518,25003,0.107347675,0.003860606
2016,L4192075,26618,2.403814611,3.5508621
2016,L4593055,26630,0.526468443,0.22151922
2016,L4899319,26651,0.120167994,0.00426462
2016,L3156519,26567,0.119453338,0.003887318
2016,L5155977,26663,0.11885695,0.00491633
2016,L5196129,26667,0.158676024,0.006150699
2016,L4161477,26699,0.438082305,0.148938908
2016,L2531980,25105,0.13429479,0.014260397
2016,L3005820,26713,0.187156728,0.075389359
2016,L3880746,26127,1.323690576,0.809647915
2016,L2537798,25672,0.146748803,0.048902933
2016,L4513345,26726,0.137775269,0.005264988
2016,L3188711,25154,0.256663989,0.173074418
2016,L5085229,25887,1.330430669,1.410782898
2016,L4816606,26749,0.110287538,0.004199716
2016,L3989956,25364,0.126901002,0.00429968
2016,L5074683,26761,0.133581358,0.014012685
2016,L4780219,26296,1.600231321,0.837053435
2016,L2537442,25078,3.951729188,4.439520546
2016,L4291091,26977,0.562815258,0.532997516
2016,L4338239,26980,0.225072142,0.091702162
2016,L4839785,26997,0.203248035,0.172496204
