year,locality_id,id,ALAN_median,ALAN_sd
2021,L14723613,3592,20.15606407,14.62747343
2021,L9125433,3599,3.246398508,0.763488227
2021,L1121945,3110,15.14902316,6.770372559
2020,L2538369,3332,2.910912088,3.97774287
2021,L2538369,3332,2.910912088,3.97774287
2020,L986012,3275,0.147590648,0.01768321
2021,L6135569,3153,0.498332699,0.500934359
2020,L2553409,3128,0.887932188,0.498845388
2020,L2559466,3156,3.208000831,1.130854364
2021,L15109944,3703,0.477367214,0.451239252
2020,L2559778,3707,2.300089604,1.202418867
2020,L3035364,3048,2.9688642,3.186548152
2020,L7983467,3714,13.71304738,3.781182047
2021,L12257347,3715,27.04304001,11.6876331
2020,L10946399,3716,2.776622355,2.639554823
2020,L10971687,3717,7.175316379,4.205018315
2020,L10971815,3718,2.910912088,3.97774287
2020,L3652147,3202,0.10775243,0.01244645
2020,L10877264,3733,1.748718833,1.541786716
2020,L11045040,3739,17.27738476,10.20845685
2020,L3864220,3185,1.687413811,1.534146485
2020,L11033284,3742,4.479082759,3.987447148
2020,L11023022,3747,19.52763668,5.060059534
2021,L2882396,3756,11.05149351,10.75519925
2020,L11507196,3771,1.934238515,2.223566045
2020,L9603795,3624,0.600047505,0.562489956
2020,L1121945,3110,15.14902316,6.770372559
2020,L2535373,3611,2.155745982,2.079069145
2020,L9546543,3729,13.52837079,7.076955904
2020,L11215688,3779,1.49782005,1.442593705
2020,L1370883,3077,9.521229481,6.723924031
2020,L921057,3312,0.310433564,0.030615405
2020,L3980070,3781,0.186851781,0.07260311
2020,L5677258,3783,0.280113778,0.148563558
2021,L13979964,3784,0.107242446,0.032578297
2020,L6584379,3569,0.312036522,0.346856008
2020,L2558610,3785,0.167967236,0.026603092
2020,L2536414,3483,16.29084173,16.43869528
2020,L8114448,3752,0.982047149,0.883072257
2021,L8114448,3752,0.982047149,0.883072257
2020,L11826370,3033,7.92298171,6.490274227
2021,L986012,3275,0.147590648,0.01768321
2020,L3440508,3041,0.106380303,0.010071455
2020,L11639682,3816,0.219429043,0.076074438
2020,L10100379,3672,42.05408456,25.45013834
2020,L8821023,3817,11.52298989,3.901294507
2020,L2559797,3088,3.869567827,4.161099305
2020,L10988686,3820,0.416151871,0.24008323
2021,L14309507,3824,2.262898372,3.293861921
2020,L12300799,3829,1.799017554,1.200830138
2020,L3135740,3184,21.83908469,6.773988463
2020,L2557723,3853,19.7666054,12.37104758
2020,L12601555,3855,26.29853456,9.685650544
2020,L12123528,3858,20.0855603,16.21316806
2020,L6476665,3436,6.000262102,4.859865341
2020,L9125433,3599,3.246398508,0.763488227
2020,L12740459,3868,0.771969965,0.485745041
2020,L12180003,3870,0.100808976,0.005025306
2020,L11955181,3873,14.01710399,7.476986893
2020,L11290938,3876,23.00719702,8.178198517
2020,L4152531,3510,5.392910041,5.505865692
2021,L2540675,3264,0.09993974,0.010218887
2020,L3311368,3887,4.031127175,3.120153992
2020,L12257347,3715,27.04304001,11.6876331
2020,L10767519,3897,0.713707716,0.515515192
2021,L13190381,3900,0.124921315,0.022214498
2021,L3135740,3184,21.83908469,6.773988463
2020,L2326490,3343,5.474508531,2.785985138
2020,L2537174,3079,0.389475566,0.384627175
2020,L6561331,3579,16.14373106,13.828883920000001
2021,L3035364,3048,2.9688642,3.186548152
2020,L11468913,3919,0.339258051,0.380041542
2021,L2553409,3128,0.887932188,0.498845388
2020,L2556266,3396,5.089524669,2.918934825
2020,L12928843,3926,8.807137904,8.300300947
2021,L2198738,3127,5.969055757,5.211410322
2020,L3456555,3931,11.96327788,11.20516743
2020,L2540229,3232,0.118453177,0.023134748
2020,L11870526,3933,1.273853049,1.034727548
2020,L4291134,3675,2.274679837,3.337408695
2020,L9960603,3941,6.187237817,7.513475854
2020,L5643759,3943,2.783656627,2.772169143
2020,L11133207,3949,15.57752324,4.473311032
2020,L959054,3103,0.255595902,0.139036223
2020,L12229212,3956,0.124070562,0.015819305
2020,L2999843,3801,25.40133251,20.71057636
2020,L2882396,3756,11.05149351,10.75519925
2020,L12429437,3968,0.594642794,0.503765756
2020,L3133442,3969,1.816449499,1.685477989
2020,L12058399,3975,10.55692107,9.388265269
2020,L4205678,3523,0.663931859,0.131692481
2020,L12264105,3977,0.307491743,0.2234266
2020,L12239278,3978,1.029572265,0.840866113
2020,L12219354,3979,0.827370193,0.694818493
2020,L10487562,3980,2.517262415,2.685031291
2020,L11847319,3989,6.471668104,6.590902299
2020,L2533259,3788,11.08500146,7.326206638
2021,L15371406,4000,46.12381988,27.55612896
2021,L2556266,3396,5.089524669,2.918934825
2021,L15156363,4007,10.13654564,8.845711074
2020,L13058937,4009,0.566994817,0.117510926
2020,L5704291,3445,0.12716087,0.021370576
2021,L3311368,3887,4.031127175,3.120153992
2021,L3456555,3931,11.96327788,11.20516743
2021,L3652147,3202,0.10775243,0.01244645
2021,L4095317,3300,3.899630233,2.018570254
2021,L2539168,3608,0.088281453,0.004138558
2021,L4152531,3510,5.392910041,5.505865692
2021,L6497943,3388,5.483532474,4.505056995
2021,L13297736,4025,0.474913658,0.332699538
2021,L13359562,4026,4.036222445,5.949463246
2021,L2563418,3346,0.786368935,0.60408756
2021,L2535825,3521,0.126322637,0.01503411
2021,L13796735,4032,9.707993382,8.217088716
2021,L2531968,4036,0.17241661,0.074051844
2021,L13930005,4038,1.368894407,1.028906777
2020,L12969024,4041,0.237585943,0.155217723
2021,L14354509,4045,26.50081206,11.94644979
2021,L14460880,4046,2.412709293,1.948192386
2021,L2537437,3901,7.647554585,9.037922869
2021,L15045349,4055,0.456614082,0.224992967
2021,L1370883,3077,9.521229481,6.723924031
2021,L15510300,4058,23.12075236,14.77761907
2021,L10425788,4059,2.892498059,1.698421791
2021,L14377736,4066,5.034470499,2.773626719
2021,L2535373,3611,2.155745982,2.079069145
2021,L13879030,4119,23.20217508,15.08341237
2021,L14427238,4120,8.241594695,2.997042768
2021,L14556256,4190,14.78960234,16.20932652
2021,L15579417,4192,4.577127228,3.876804708
2021,L15191869,4198,2.312990323,2.270423701
2021,L15473183,4210,8.704621909,10.66801069
2021,L13846168,4265,0.254395582,0.013591789
2021,L14564522,4349,0.092684782,0.003534921
2020,L2539168,3608,0.088281453,0.004138558
2021,L15302177,4366,1.177040267,1.339659661
2020,L14738402,4369,1.267013192,1.145225301
2020,L11691671,4398,0.467682906,0.61209366
2020,L8489549,3814,2.401916369,2.542890636
2020,L5085283,3381,0.959826671,0.683000083
2020,L10425788,4059,2.892498059,1.698421791
2020,L10877466,4434,0.775800563,0.577874429
2020,L2540675,3264,0.09993974,0.010218887
2020,L10894943,4437,3.048342979,1.233660846
2020,L12504059,4438,8.332979753,4.485201497
2020,L11107538,4439,14.62509705,8.788416768
2021,L13169705,4455,5.089524669,2.918934825
2020,L12879739,4456,2.061318762,2.260875993
2020,L2606586,3704,66.63671193,33.74429993
2020,L11303037,4464,13.001256,8.539089968
2020,L11283759,4465,2.99053764,2.317966803
2021,L12620219,4475,1.763545536,1.139740458
2020,L11936295,4477,0.316579595,0.041673366
2020,L11209581,4478,1.432807919,1.427540257
2020,L12062082,4482,1.250500397,1.720627438
2020,L12110577,4492,0.457557116,0.214331496
2020,L11936160,4496,2.350763529,2.122297934
2020,L12380985,4499,1.45246285,1.014462638
2020,L8585967,3617,3.312179939,1.53693794
2020,L12436847,4501,0.339258051,0.380041542
2021,L9312582,4503,5.053674463,3.460025223
2020,L9039195,3556,0.202459735,0.105382982
2020,L8655033,3543,5.766401219,3.799262827
2020,L2553819,4266,0.65345352,0.237263791
2020,L12324385,4531,3.895326223,4.086861974
2021,L15303880,4534,8.987729334,8.218362804
2020,L12429734,4535,6.117814477,3.043096522
2020,L8033470,3176,6.79562612,6.705240779
2021,L13180969,4541,23.20217508,15.08341237
2020,L12548110,4545,22.58300751,29.76982556
2020,L2708135,3360,0.480687634,0.109548655
2021,L11370722,4557,2.621333892,1.987322988
2021,L13812191,4562,3.439368863,1.546352994
2021,L3623862,3389,3.833969987,4.678260803
2021,L959054,3103,0.255595902,0.139036223
2021,L15443685,4584,0.701315413,0.617785804
2021,L6009560,3391,27.69493996,20.73052074
2021,L15097617,4589,7.191315801,5.280852727
2021,L15416825,4591,4.353834141,2.877098127
2021,L6038682,4529,4.201611882,4.762446991
2021,L5677258,3783,0.280113778,0.148563558
2021,L15673003,4595,4.717539166,4.360493927
2020,L12011696,4608,20.11586435,17.9874531
2021,L14533997,4672,4.87564731,4.109652531
2021,L14580223,4680,0.871233368,0.765342057
2021,L14630518,4708,6.577467266,6.778062777
2021,L9960603,3941,6.187237817,7.513475854
2021,L4205678,3523,0.663931859,0.131692481
2020,L8085444,3522,8.666738302,7.815975757
2020,L12375356,4867,0.107102439,0.00591073
2020,L2468756,3239,7.290583568,3.734923716
2020,L11370136,4876,0.365505783,0.346410509
2020,L4121943,3418,0.161442452,0.053994178
2020,L11904614,4890,1.029572265,0.840866113
2020,L11922629,4895,0.357389401,0.188606705
2020,L10771572,4897,3.357173315,3.580191329
2020,L9872046,3656,0.087578118,0.00523839
2020,L10867725,4907,8.289112542,5.246318446
2020,L11126222,4915,0.251530886,0.102436317
2020,L12305662,4916,3.048342979,1.233660846
2020,L4002532,3274,0.357691861,0.162958397
